"household_id","chw_id","region","visit_date","family_size","has_itn","referral_code","issue_date","redemption_date","redemption_facility","referral_status","redemption_status"
"HH0616","CHW006","Embakasi",2023-07-31,3,FALSE,"REF0414",2023-07-31,2023-08-27,"FAC009","Yes","Yes"
"HH0617","CHW004","Juja",2023-04-03,1,FALSE,NA,NA,NA,NA,"No","No"
"HH0618","CHW009","Dagoretti",2023-11-27,5,FALSE,"REF0415",2023-11-27,2023-12-04,"FAC019","Yes","Yes"
"HH0619","CHW008","Dagoretti",2023-07-02,4,TRUE,NA,NA,NA,NA,"No","No"
"HH0620","CHW002","Uthiru",2023-11-14,4,TRUE,NA,NA,NA,NA,"No","No"
"HH0621","CHW006","Kasarani",2023-08-19,5,FALSE,"REF0416",2023-08-19,2023-09-07,"FAC012","Yes","Yes"
"HH0622","CHW006","Kasarani",2023-03-28,4,TRUE,NA,NA,NA,NA,"No","No"
"HH0623","CHW004","Juja",2023-05-22,3,FALSE,"REF0417",2023-05-22,2023-06-07,"FAC015","Yes","Yes"
"HH0624","CHW008","Dagoretti",2023-06-06,2,FALSE,"REF0418",2023-06-06,NA,NA,"Yes","No"
"HH0625","CHW005","Uthiru",2023-10-03,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0626","CHW002","Ruaraka",2023-09-17,7,FALSE,"REF0419",2023-09-17,2023-09-19,"FAC018","Yes","Yes"
"HH0627","CHW005","Lang'ata",2023-10-04,3,FALSE,"REF0420",2023-10-04,2023-10-29,"FAC019","Yes","Yes"
"HH0628","CHW005","Uthiru",2023-08-26,2,FALSE,"REF0421",2023-08-26,NA,NA,"Yes","No"
"HH0629","CHW004","Juja",2023-09-21,3,TRUE,NA,NA,NA,NA,"No","No"
"HH0630","CHW003","Limuru",2023-09-05,1,FALSE,"REF0422",2023-09-05,NA,NA,"Yes","No"
"HH0631","CHW002","Uthiru",2023-07-09,4,FALSE,"REF0423",2023-07-09,NA,NA,"Yes","No"
"HH0632","CHW007","Ruaraka",2023-08-21,1,FALSE,NA,NA,NA,NA,"No","No"
"HH0633","CHW006","Embakasi",2023-12-27,5,FALSE,NA,NA,NA,NA,"No","No"
"HH0634","CHW005","Lang'ata",2023-10-06,7,FALSE,"REF0424",2023-10-06,2023-10-27,"FAC003","Yes","Yes"
"HH0635","CHW009","Dagoretti",2023-07-12,4,FALSE,"REF0425",2023-07-12,2023-08-09,"FAC012","Yes","Yes"
"HH0636","CHW008","Dagoretti",2023-11-06,3,TRUE,NA,NA,NA,NA,"No","No"
"HH0637","CHW008","Dagoretti",2023-04-28,5,TRUE,NA,NA,NA,NA,"No","No"
"HH0638","CHW004","Juja",2023-04-06,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0639","CHW004","Juja",2023-06-19,8,FALSE,"REF0426",2023-06-19,NA,NA,"Yes","No"
"HH0640","CHW010","Juja",2023-11-28,1,FALSE,"REF0427",2023-11-28,2023-12-17,"FAC006","Yes","Yes"
"HH0641","CHW003","Limuru",2023-10-21,3,TRUE,NA,NA,NA,NA,"No","No"
"HH0642","CHW005","Uthiru",2023-09-22,1,FALSE,NA,NA,NA,NA,"No","No"
"HH0643","CHW005","Uthiru",2023-04-21,8,FALSE,NA,NA,NA,NA,"No","No"
"HH0644","CHW003","Limuru",2023-07-30,3,FALSE,"REF0428",2023-07-30,NA,NA,"Yes","No"
"HH0645","CHW003","Limuru",2023-08-21,2,FALSE,"REF0429",2023-08-21,2023-08-25,"FAC001","Yes","Yes"
"HH0646","CHW004","Juja",2023-03-18,3,FALSE,"REF0430",2023-03-18,NA,NA,"Yes","No"
"HH0647","CHW001","Limuru",2023-09-15,2,FALSE,"REF0431",2023-09-15,2023-10-05,"FAC018","Yes","Yes"
"HH0648","CHW001","Limuru",2023-11-29,7,FALSE,"REF0432",2023-11-29,2023-12-16,"FAC014","Yes","Yes"
"HH0649","CHW004","Juja",2023-07-15,2,FALSE,"REF0433",2023-07-15,2023-08-09,"FAC008","Yes","Yes"
"HH0650","CHW002","Uthiru",2023-11-03,7,FALSE,"REF0434",2023-11-03,2023-11-27,"FAC001","Yes","Yes"
"HH0651","CHW010","Dagoretti",2023-03-02,7,FALSE,"REF0435",2023-03-02,NA,NA,"Yes","No"
"HH0652","CHW006","Kasarani",2023-07-05,7,TRUE,NA,NA,NA,NA,"No","No"
"HH0653","CHW010","Limuru",2023-05-14,7,FALSE,"REF0436",2023-05-14,NA,NA,"Yes","No"
"HH0654","CHW007","Ruaraka",2023-07-31,8,FALSE,"REF0437",2023-07-31,NA,NA,"Yes","No"
"HH0655","CHW008","Dagoretti",2023-06-07,7,FALSE,"REF0438",2023-06-07,NA,NA,"Yes","No"
"HH0656","CHW002","Ruaraka",2023-08-17,3,FALSE,"REF0439",2023-08-17,NA,NA,"Yes","No"
"HH0657","CHW006","Kawangware",2023-11-11,1,FALSE,"REF0440",2023-11-11,NA,NA,"Yes","No"
"HH0658","CHW001","Lang'ata",2023-03-16,7,FALSE,"REF0441",2023-03-16,2023-03-28,"FAC003","Yes","Yes"
"HH0659","CHW010","Juja",2023-07-16,7,FALSE,"REF0442",2023-07-16,NA,NA,"Yes","No"
"HH0660","CHW010","Juja",2023-03-31,8,FALSE,"REF0443",2023-03-31,NA,NA,"Yes","No"
"HH0661","CHW009","Dagoretti",2023-04-10,4,TRUE,NA,NA,NA,NA,"No","No"
"HH0662","CHW010","Juja",2023-12-12,4,TRUE,NA,NA,NA,NA,"No","No"
"HH0663","CHW001","Lang'ata",2023-02-14,7,FALSE,"REF0444",2023-02-14,2023-03-05,"FAC007","Yes","Yes"
"HH0664","CHW009","Kasarani",2023-12-27,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0665","CHW009","Dagoretti",2023-10-14,6,FALSE,"REF0445",2023-10-14,NA,NA,"Yes","No"
"HH0666","CHW004","Juja",2023-08-21,1,FALSE,"REF0446",2023-08-21,NA,NA,"Yes","No"
"HH0667","CHW002","Ruaraka",2023-09-15,2,FALSE,NA,NA,NA,NA,"No","No"
"HH0668","CHW005","Lang'ata",2023-10-22,8,FALSE,NA,NA,NA,NA,"No","No"
"HH0669","CHW010","Limuru",2023-05-05,8,FALSE,"REF0447",2023-05-05,NA,NA,"Yes","No"
"HH0670","CHW001","Kasarani",2023-03-01,7,FALSE,"REF0448",2023-03-01,NA,NA,"Yes","No"
"HH0671","CHW004","Juja",2023-07-31,1,FALSE,"REF0449",2023-07-31,2023-08-10,"FAC003","Yes","Yes"
"HH0672","CHW007","Ruaraka",2023-02-08,3,FALSE,"REF0450",2023-02-08,2023-03-09,"FAC019","Yes","Yes"
"HH0673","CHW005","Uthiru",2023-12-16,4,FALSE,"REF0451",2023-12-16,2024-01-09,"FAC008","Yes","Yes"
"HH0674","CHW005","Uthiru",2023-04-28,4,FALSE,NA,NA,NA,NA,"No","No"
"HH0675","CHW006","Embakasi",2023-02-24,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0676","CHW008","Dagoretti",2023-10-05,8,FALSE,"REF0452",2023-10-05,2023-11-03,"FAC019","Yes","Yes"
"HH0677","CHW005","Dagoretti",2023-04-04,5,FALSE,"REF0453",2023-04-04,NA,NA,"Yes","No"
"HH0678","CHW003","Limuru",2023-09-27,8,FALSE,NA,NA,NA,NA,"No","No"
"HH0679","CHW001","Limuru",2023-06-27,3,FALSE,"REF0454",2023-06-27,2023-07-14,"FAC015","Yes","Yes"
"HH0680","CHW006","Kawangware",2023-01-05,4,TRUE,NA,NA,NA,NA,"No","No"
"HH0681","CHW007","Ruaraka",2023-06-16,5,FALSE,"REF0455",2023-06-16,2023-06-25,"FAC016","Yes","Yes"
"HH0682","CHW010","Limuru",2023-07-07,7,TRUE,NA,NA,NA,NA,"No","No"
"HH0683","CHW004","Juja",2023-12-25,6,FALSE,NA,NA,NA,NA,"No","No"
"HH0684","CHW005","Dagoretti",2023-04-03,4,FALSE,NA,NA,NA,NA,"No","No"
"HH0685","CHW005","Uthiru",2023-10-12,7,FALSE,"REF0456",2023-10-12,NA,NA,"Yes","No"
"HH0686","CHW003","Limuru",2023-01-05,8,TRUE,NA,NA,NA,NA,"No","No"
"HH0687","CHW003","Limuru",2023-09-07,1,FALSE,"REF0457",2023-09-07,NA,NA,"Yes","No"
"HH0688","CHW001","Lang'ata",2023-05-11,2,FALSE,"REF0458",2023-05-11,2023-05-23,"FAC012","Yes","Yes"
"HH0689","CHW009","Ruaraka",2023-05-12,7,FALSE,"REF0459",2023-05-12,NA,NA,"Yes","No"
"HH0690","CHW010","Juja",2023-10-23,3,FALSE,NA,NA,NA,NA,"No","No"
"HH0691","CHW005","Dagoretti",2023-06-16,8,FALSE,"REF0460",2023-06-16,NA,NA,"Yes","No"
"HH0692","CHW002","Uthiru",2023-11-11,3,FALSE,NA,NA,NA,NA,"No","No"
"HH0693","CHW006","Kasarani",2023-11-20,7,FALSE,NA,NA,NA,NA,"No","No"
"HH0694","CHW002","Ruaraka",2023-03-24,6,FALSE,"REF0461",2023-03-24,2023-04-02,"FAC020","Yes","Yes"
"HH0695","CHW007","Ruaraka",2023-08-16,6,FALSE,"REF0462",2023-08-16,NA,NA,"Yes","No"
"HH0696","CHW008","Dagoretti",2023-03-27,1,TRUE,NA,NA,NA,NA,"No","No"
"HH0697","CHW003","Limuru",2023-12-05,2,FALSE,"REF0463",2023-12-05,2023-12-09,"FAC003","Yes","Yes"
"HH0698","CHW008","Dagoretti",2023-01-14,2,FALSE,"REF0464",2023-01-14,NA,NA,"Yes","No"
"HH0699","CHW002","Uthiru",2023-06-08,5,FALSE,"REF0465",2023-06-08,2023-06-25,"FAC006","Yes","Yes"
"HH0700","CHW001","Lang'ata",2023-12-06,6,FALSE,NA,NA,NA,NA,"No","No"
"HH0701","CHW008","Dagoretti",2023-10-08,3,FALSE,"REF0466",2023-10-08,NA,NA,"Yes","No"
"HH0702","CHW010","Limuru",2023-09-26,5,FALSE,NA,NA,NA,NA,"No","No"
"HH0703","CHW008","Dagoretti",2023-02-15,6,FALSE,"REF0467",2023-02-15,2023-02-16,"FAC001","Yes","Yes"
"HH0704","CHW009","Kasarani",2023-06-26,1,FALSE,"REF0468",2023-06-26,NA,NA,"Yes","No"
"HH0705","CHW008","Dagoretti",2023-01-05,5,FALSE,"REF0469",2023-01-05,NA,NA,"Yes","No"
"HH0706","CHW009","Dagoretti",2023-04-07,7,FALSE,"REF0470",2023-04-07,2023-05-01,"FAC013","Yes","Yes"
"HH0707","CHW007","Ruaraka",2023-05-15,4,TRUE,NA,NA,NA,NA,"No","No"
"HH0708","CHW009","Ruaraka",2023-12-22,5,FALSE,"REF0471",2023-12-22,NA,NA,"Yes","No"
"HH0709","CHW005","Dagoretti",2023-04-07,3,FALSE,"REF0472",2023-04-07,2023-04-22,"FAC020","Yes","Yes"
"HH0710","CHW008","Dagoretti",2023-12-25,4,FALSE,"REF0473",2023-12-25,2024-01-12,"FAC001","Yes","Yes"
"HH0711","CHW003","Limuru",2023-05-25,8,FALSE,"REF0474",2023-05-25,2023-05-30,"FAC001","Yes","Yes"
"HH0712","CHW008","Dagoretti",2023-06-25,8,FALSE,NA,NA,NA,NA,"No","No"
"HH0713","CHW008","Dagoretti",2023-06-19,3,TRUE,NA,NA,NA,NA,"No","No"
"HH0714","CHW001","Kasarani",2023-07-20,8,TRUE,NA,NA,NA,NA,"No","No"
"HH0715","CHW003","Limuru",2023-05-09,1,FALSE,"REF0475",2023-05-09,NA,NA,"Yes","No"
"HH0716","CHW004","Juja",2023-08-15,1,FALSE,"REF0476",2023-08-15,NA,NA,"Yes","No"
"HH0717","CHW002","Ruaraka",2023-08-31,5,FALSE,NA,NA,NA,NA,"No","No"
"HH0718","CHW003","Limuru",2023-10-09,5,FALSE,"REF0477",2023-10-09,2023-10-21,"FAC002","Yes","Yes"
"HH0719","CHW004","Juja",2023-05-01,6,FALSE,"REF0478",2023-05-01,NA,NA,"Yes","No"
"HH0720","CHW010","Juja",2023-07-22,1,FALSE,NA,NA,NA,NA,"No","No"
"HH0721","CHW010","Dagoretti",2023-09-01,3,FALSE,"REF0479",2023-09-01,2023-09-07,"FAC016","Yes","Yes"
"HH0722","CHW002","Uthiru",2023-11-17,6,TRUE,NA,NA,NA,NA,"No","No"
"HH0723","CHW003","Limuru",2023-03-06,6,FALSE,NA,NA,NA,NA,"No","No"
"HH0724","CHW006","Kasarani",2023-04-09,7,TRUE,NA,NA,NA,NA,"No","No"
"HH0725","CHW006","Kawangware",2023-03-10,1,FALSE,"REF0480",2023-03-10,NA,NA,"Yes","No"
"HH0726","CHW005","Lang'ata",2023-12-23,3,FALSE,"REF0481",2023-12-23,2024-01-07,"FAC009","Yes","Yes"
"HH0727","CHW010","Dagoretti",2023-03-24,3,TRUE,NA,NA,NA,NA,"No","No"
"HH0728","CHW008","Dagoretti",2023-05-15,8,FALSE,"REF0482",2023-05-15,NA,NA,"Yes","No"
"HH0729","CHW007","Ruaraka",2023-01-10,6,FALSE,"REF0483",2023-01-10,2023-02-03,"FAC003","Yes","Yes"
"HH0730","CHW009","Dagoretti",2023-04-08,8,FALSE,"REF0484",2023-04-08,2023-04-18,"FAC011","Yes","Yes"
"HH0731","CHW007","Ruaraka",2023-02-26,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0732","CHW001","Lang'ata",2023-04-02,4,FALSE,"REF0485",2023-04-02,2023-04-04,"FAC019","Yes","Yes"
"HH0733","CHW007","Ruaraka",2023-09-27,5,FALSE,"REF0486",2023-09-27,2023-10-20,"FAC003","Yes","Yes"
"HH0734","CHW001","Lang'ata",2023-12-02,2,FALSE,"REF0487",2023-12-02,NA,NA,"Yes","No"
"HH0735","CHW006","Kawangware",2023-08-01,1,FALSE,NA,NA,NA,NA,"No","No"
"HH0736","CHW005","Lang'ata",2023-01-21,5,FALSE,"REF0488",2023-01-21,2023-02-07,"FAC004","Yes","Yes"
"HH0737","CHW002","Ruaraka",2023-09-30,4,FALSE,"REF0489",2023-09-30,2023-10-21,"FAC006","Yes","Yes"
"HH0738","CHW009","Ruaraka",2023-10-13,2,FALSE,"REF0490",2023-10-13,NA,NA,"Yes","No"
"HH0739","CHW008","Dagoretti",2023-02-23,3,TRUE,NA,NA,NA,NA,"No","No"
"HH0740","CHW009","Dagoretti",2023-09-16,3,FALSE,"REF0491",2023-09-16,NA,NA,"Yes","No"
"HH0741","CHW006","Kasarani",2023-10-09,6,FALSE,NA,NA,NA,NA,"No","No"
"HH0742","CHW007","Ruaraka",2023-06-15,4,FALSE,"REF0492",2023-06-15,NA,NA,"Yes","No"
"HH0743","CHW005","Dagoretti",2023-08-20,7,FALSE,"REF0493",2023-08-20,2023-08-30,"FAC020","Yes","Yes"
"HH0744","CHW001","Limuru",2023-03-11,5,FALSE,"REF0494",2023-03-11,NA,NA,"Yes","No"
"HH0745","CHW004","Juja",2023-01-12,5,FALSE,NA,NA,NA,NA,"No","No"
"HH0746","CHW009","Ruaraka",2023-10-20,3,FALSE,"REF0495",2023-10-20,NA,NA,"Yes","No"
"HH0747","CHW003","Limuru",2023-05-16,4,FALSE,"REF0496",2023-05-16,NA,NA,"Yes","No"
"HH0748","CHW002","Uthiru",2023-10-19,2,FALSE,"REF0497",2023-10-19,NA,NA,"Yes","No"
"HH0749","CHW003","Limuru",2023-12-20,2,FALSE,"REF0498",2023-12-20,2024-01-13,"FAC019","Yes","Yes"
"HH0750","CHW007","Ruaraka",2023-01-29,6,FALSE,"REF0499",2023-01-29,NA,NA,"Yes","No"
"HH0751","CHW007","Ruaraka",2023-04-27,1,FALSE,"REF0500",2023-04-27,NA,NA,"Yes","No"
"HH0752","CHW001","Kasarani",2023-09-26,3,TRUE,NA,NA,NA,NA,"No","No"
"HH0753","CHW006","Kawangware",2023-12-24,1,FALSE,"REF0501",2023-12-24,NA,NA,"Yes","No"
"HH0754","CHW008","Dagoretti",2023-04-24,7,FALSE,"REF0502",2023-04-24,2023-05-10,"FAC019","Yes","Yes"
"HH0755","CHW001","Limuru",2023-07-24,7,FALSE,"REF0503",2023-07-24,NA,NA,"Yes","No"
"HH0756","CHW003","Limuru",2023-09-04,8,FALSE,"REF0504",2023-09-04,NA,NA,"Yes","No"
"HH0757","CHW009","Ruaraka",2023-09-26,2,FALSE,"REF0505",2023-09-26,NA,NA,"Yes","No"
"HH0758","CHW010","Juja",2023-02-27,7,FALSE,"REF0506",2023-02-27,2023-03-11,"FAC020","Yes","Yes"
"HH0759","CHW001","Kasarani",2023-03-28,8,FALSE,"REF0507",2023-03-28,NA,NA,"Yes","No"
"HH0760","CHW004","Juja",2023-12-17,2,FALSE,"REF0508",2023-12-17,2024-01-06,"FAC005","Yes","Yes"
"HH0761","CHW005","Uthiru",2023-06-25,2,FALSE,"REF0509",2023-06-25,NA,NA,"Yes","No"
"HH0762","CHW006","Embakasi",2023-10-03,5,FALSE,"REF0510",2023-10-03,NA,NA,"Yes","No"
"HH0763","CHW003","Limuru",2023-07-12,1,FALSE,"REF0511",2023-07-12,2023-07-19,"FAC020","Yes","Yes"
"HH0764","CHW005","Uthiru",2023-08-27,1,FALSE,"REF0512",2023-08-27,NA,NA,"Yes","No"
"HH0765","CHW006","Embakasi",2023-01-10,7,FALSE,"REF0513",2023-01-10,2023-02-02,"FAC004","Yes","Yes"
"HH0766","CHW006","Kasarani",2023-11-02,3,FALSE,"REF0514",2023-11-02,NA,NA,"Yes","No"
"HH0767","CHW009","Ruaraka",2023-01-12,5,TRUE,NA,NA,NA,NA,"No","No"
"HH0768","CHW006","Kasarani",2023-07-21,1,FALSE,"REF0515",2023-07-21,2023-08-11,"FAC010","Yes","Yes"
"HH0769","CHW004","Juja",2023-02-01,7,FALSE,NA,NA,NA,NA,"No","No"
"HH0770","CHW001","Limuru",2023-05-24,6,FALSE,NA,NA,NA,NA,"No","No"
"HH0771","CHW003","Limuru",2023-07-15,4,FALSE,"REF0516",2023-07-15,NA,NA,"Yes","No"
"HH0772","CHW007","Ruaraka",2023-11-06,3,FALSE,"REF0517",2023-11-06,2023-11-24,"FAC007","Yes","Yes"
"HH0773","CHW003","Limuru",2023-12-19,3,FALSE,"REF0518",2023-12-19,NA,NA,"Yes","No"
"HH0774","CHW003","Limuru",2023-06-12,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0775","CHW003","Limuru",2023-03-16,6,FALSE,NA,NA,NA,NA,"No","No"
"HH0776","CHW007","Ruaraka",2023-06-05,5,FALSE,"REF0519",2023-06-05,2023-06-10,"FAC006","Yes","Yes"
"HH0777","CHW001","Limuru",2023-11-12,4,FALSE,"REF0520",2023-11-12,2023-11-13,"FAC012","Yes","Yes"
"HH0778","CHW002","Uthiru",2023-03-10,8,FALSE,"REF0521",2023-03-10,2023-04-07,"FAC013","Yes","Yes"
"HH0779","CHW008","Dagoretti",2023-03-12,4,TRUE,NA,NA,NA,NA,"No","No"
"HH0780","CHW001","Kasarani",2023-01-08,7,FALSE,"REF0522",2023-01-08,NA,NA,"Yes","No"
"HH0781","CHW004","Juja",2023-02-03,8,TRUE,NA,NA,NA,NA,"No","No"
"HH0782","CHW010","Limuru",2023-12-19,8,FALSE,NA,NA,NA,NA,"No","No"
"HH0783","CHW007","Ruaraka",2023-01-22,7,FALSE,"REF0523",2023-01-22,2023-02-15,"FAC019","Yes","Yes"
"HH0784","CHW010","Dagoretti",2023-09-26,1,FALSE,"REF0524",2023-09-26,NA,NA,"Yes","No"
"HH0785","CHW001","Lang'ata",2023-09-23,1,FALSE,"REF0525",2023-09-23,NA,NA,"Yes","No"
"HH0786","CHW001","Lang'ata",2023-05-30,5,FALSE,"REF0526",2023-05-30,2023-06-05,"FAC014","Yes","Yes"
"HH0787","CHW005","Lang'ata",2023-01-28,3,FALSE,"REF0527",2023-01-28,NA,NA,"Yes","No"
"HH0788","CHW002","Ruaraka",2023-04-03,3,FALSE,"REF0528",2023-04-03,2023-04-04,"FAC006","Yes","Yes"
"HH0789","CHW008","Dagoretti",2023-08-21,6,TRUE,NA,NA,NA,NA,"No","No"
"HH0790","CHW003","Limuru",2023-02-16,8,TRUE,NA,NA,NA,NA,"No","No"
"HH0791","CHW006","Embakasi",2023-09-26,3,FALSE,"REF0529",2023-09-26,2023-10-21,"FAC006","Yes","Yes"
"HH0792","CHW006","Kawangware",2023-12-04,3,FALSE,NA,NA,NA,NA,"No","No"
"HH0793","CHW003","Limuru",2023-08-03,8,FALSE,"REF0530",2023-08-03,2023-09-01,"FAC005","Yes","Yes"
"HH0794","CHW004","Juja",2023-11-15,1,FALSE,"REF0531",2023-11-15,NA,NA,"Yes","No"
"HH0795","CHW009","Kasarani",2023-11-08,4,FALSE,"REF0532",2023-11-08,NA,NA,"Yes","No"
"HH0796","CHW008","Dagoretti",2023-08-15,1,TRUE,NA,NA,NA,NA,"No","No"
"HH0797","CHW004","Juja",2023-11-14,4,FALSE,"REF0533",2023-11-14,2023-12-05,"FAC012","Yes","Yes"
"HH0798","CHW001","Lang'ata",2023-01-17,5,FALSE,"REF0534",2023-01-17,2023-01-21,"FAC014","Yes","Yes"
"HH0799","CHW003","Limuru",2023-12-11,3,FALSE,NA,NA,NA,NA,"No","No"
"HH0800","CHW010","Limuru",2023-01-19,5,TRUE,NA,NA,NA,NA,"No","No"
"HH0801","CHW006","Kasarani",2023-07-14,7,FALSE,NA,NA,NA,NA,"No","No"
"HH0802","CHW002","Uthiru",2023-08-30,5,TRUE,NA,NA,NA,NA,"No","No"
"HH0803","CHW006","Kawangware",2023-07-31,4,FALSE,"REF0535",2023-07-31,2023-08-24,"FAC017","Yes","Yes"
"HH0804","CHW002","Uthiru",2023-12-19,5,FALSE,"REF0536",2023-12-19,NA,NA,"Yes","No"
"HH0805","CHW005","Lang'ata",2023-10-22,6,FALSE,NA,NA,NA,NA,"No","No"
"HH0806","CHW010","Dagoretti",2023-09-12,8,FALSE,"REF0537",2023-09-12,2023-10-02,"FAC008","Yes","Yes"
"HH0807","CHW005","Uthiru",2023-01-01,8,TRUE,NA,NA,NA,NA,"No","No"
"HH0808","CHW002","Ruaraka",2023-11-12,7,FALSE,"REF0538",2023-11-12,2023-12-08,"FAC007","Yes","Yes"
"HH0809","CHW001","Limuru",2023-04-14,5,FALSE,"REF0539",2023-04-14,2023-05-01,"FAC018","Yes","Yes"
"HH0810","CHW006","Embakasi",2023-02-28,6,FALSE,"REF0540",2023-02-28,NA,NA,"Yes","No"
"HH0811","CHW001","Lang'ata",2023-04-10,6,FALSE,NA,NA,NA,NA,"No","No"
"HH0812","CHW008","Dagoretti",2023-01-19,8,FALSE,"REF0541",2023-01-19,NA,NA,"Yes","No"
"HH0813","CHW009","Dagoretti",2023-08-25,7,FALSE,NA,NA,NA,NA,"No","No"
"HH0814","CHW001","Limuru",2023-06-03,6,FALSE,"REF0542",2023-06-03,2023-06-22,"FAC011","Yes","Yes"
"HH0815","CHW006","Embakasi",2023-03-18,1,FALSE,"REF0543",2023-03-18,2023-04-05,"FAC006","Yes","Yes"
"HH0816","CHW010","Dagoretti",2023-07-19,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0817","CHW005","Lang'ata",2023-06-11,5,FALSE,"REF0544",2023-06-11,NA,NA,"Yes","No"
"HH0818","CHW004","Juja",2023-08-20,5,FALSE,"REF0545",2023-08-20,2023-08-24,"FAC012","Yes","Yes"
"HH0819","CHW001","Lang'ata",2023-02-17,1,FALSE,"REF0546",2023-02-17,NA,NA,"Yes","No"
"HH0820","CHW003","Limuru",2023-06-24,5,FALSE,"REF0547",2023-06-24,2023-07-22,"FAC004","Yes","Yes"
"HH0821","CHW009","Ruaraka",2023-03-09,1,FALSE,"REF0548",2023-03-09,NA,NA,"Yes","No"
"HH0822","CHW009","Kasarani",2023-01-03,1,FALSE,"REF0549",2023-01-03,NA,NA,"Yes","No"
"HH0823","CHW002","Uthiru",2023-08-28,2,FALSE,"REF0550",2023-08-28,NA,NA,"Yes","No"
"HH0824","CHW005","Uthiru",2023-10-23,4,FALSE,"REF0551",2023-10-23,2023-11-01,"FAC018","Yes","Yes"
"HH0825","CHW006","Kasarani",2023-12-10,3,TRUE,NA,NA,NA,NA,"No","No"
"HH0826","CHW003","Limuru",2023-02-28,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0827","CHW004","Juja",2023-10-09,3,FALSE,NA,NA,NA,NA,"No","No"
"HH0828","CHW005","Lang'ata",2023-05-06,5,TRUE,NA,NA,NA,NA,"No","No"
"HH0829","CHW010","Limuru",2023-10-04,3,FALSE,"REF0552",2023-10-04,NA,NA,"Yes","No"
"HH0830","CHW001","Lang'ata",2023-07-16,7,TRUE,NA,NA,NA,NA,"No","No"
"HH0831","CHW007","Ruaraka",2023-12-27,8,FALSE,"REF0553",2023-12-27,2024-01-23,"FAC007","Yes","Yes"
"HH0832","CHW009","Kasarani",2023-08-27,2,FALSE,NA,NA,NA,NA,"No","No"
"HH0833","CHW008","Dagoretti",2023-08-22,8,FALSE,"REF0554",2023-08-22,NA,NA,"Yes","No"
"HH0834","CHW003","Limuru",2023-07-06,6,FALSE,"REF0555",2023-07-06,NA,NA,"Yes","No"
"HH0835","CHW008","Dagoretti",2023-01-16,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0836","CHW006","Kasarani",2023-08-25,5,FALSE,"REF0556",2023-08-25,NA,NA,"Yes","No"
"HH0837","CHW003","Limuru",2023-07-27,2,FALSE,"REF0557",2023-07-27,NA,NA,"Yes","No"
"HH0838","CHW005","Lang'ata",2023-08-25,7,FALSE,"REF0558",2023-08-25,2023-08-31,"FAC016","Yes","Yes"
"HH0839","CHW007","Ruaraka",2023-06-24,7,FALSE,"REF0559",2023-06-24,NA,NA,"Yes","No"
"HH0840","CHW006","Kawangware",2023-12-22,2,FALSE,"REF0560",2023-12-22,NA,NA,"Yes","No"
"HH0841","CHW008","Dagoretti",2023-10-31,6,FALSE,"REF0561",2023-10-31,NA,NA,"Yes","No"
"HH0842","CHW003","Limuru",2023-07-27,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0843","CHW010","Limuru",2023-06-17,1,FALSE,"REF0562",2023-06-17,NA,NA,"Yes","No"
"HH0844","CHW010","Dagoretti",2023-01-01,3,FALSE,"REF0563",2023-01-01,2023-01-21,"FAC019","Yes","Yes"
"HH0845","CHW008","Dagoretti",2023-04-16,6,FALSE,"REF0564",2023-04-16,NA,NA,"Yes","No"
"HH0846","CHW005","Dagoretti",2023-06-26,1,FALSE,"REF0565",2023-06-26,NA,NA,"Yes","No"
"HH0847","CHW003","Limuru",2023-02-01,1,FALSE,"REF0566",2023-02-01,NA,NA,"Yes","No"
"HH0848","CHW006","Embakasi",2023-05-25,4,FALSE,"REF0567",2023-05-25,NA,NA,"Yes","No"
"HH0849","CHW006","Kawangware",2023-07-15,7,FALSE,"REF0568",2023-07-15,NA,NA,"Yes","No"
"HH0850","CHW008","Dagoretti",2023-04-07,6,FALSE,NA,NA,NA,NA,"No","No"
"HH0851","CHW003","Limuru",2023-12-10,1,TRUE,NA,NA,NA,NA,"No","No"
"HH0852","CHW002","Ruaraka",2023-03-15,8,FALSE,"REF0569",2023-03-15,NA,NA,"Yes","No"
"HH0853","CHW003","Limuru",2023-03-12,7,FALSE,NA,NA,NA,NA,"No","No"
"HH0854","CHW010","Limuru",2023-11-16,7,TRUE,NA,NA,NA,NA,"No","No"
"HH0855","CHW009","Dagoretti",2023-07-16,3,FALSE,"REF0570",2023-07-16,2023-08-01,"FAC008","Yes","Yes"
"HH0856","CHW009","Dagoretti",2023-07-30,6,FALSE,"REF0571",2023-07-30,2023-08-15,"FAC012","Yes","Yes"
"HH0857","CHW002","Uthiru",2023-12-20,5,TRUE,NA,NA,NA,NA,"No","No"
"HH0858","CHW008","Dagoretti",2023-09-25,2,FALSE,"REF0572",2023-09-25,NA,NA,"Yes","No"
