household_id,chw_id,region,visit_date,family_size,has_itn
HH0516,CHW001,Kasarani,2023-03-09,1,False
HH0517,CHW005,Lang'ata,2023-12-30,7,False
HH0518,CHW006,Kasarani,2023-05-10,5,False
HH0519,CHW007,Ruaraka,2023-01-04,6,False
HH0520,CHW005,Dagoreti,2023-12-17,2,True
HH0521,CHW006,Kasarani,2023-11-24,5,False
HH0522,CHW005,Uthiru,2023-03-18,4,False
HH0523,CHW010,Limuru,2023-12-05,3,False
HH0524,CHW005,Dagoreti,2023-08-03,1,False
HH0525,CHW004,Juja,2023-04-24,8,False
HH0526,CHW006,Kawangware,2023-06-03,3,False
HH0527,CHW005,Lang'ata,2023-10-14,3,False
HH0528,CHW006,Kawangware,2023-02-15,4,False
HH0529,CHW006,Kasarani,2023-10-27,2,False
HH0530,CHW010,Dagoreti,2023-11-14,4,True
HH0531,CHW009,Kasarani,2023-12-15,5,False
HH0532,CHW003,Limuru,2023-04-13,8,False
HH0533,CHW003,Limuru,2023-09-07,3,False
HH0534,CHW004,Juja,2023-10-23,8,False
HH0535,CHW003,Limuru,2023-11-21,7,False
HH0536,CHW007,Ruaraka,2023-01-20,6,False
HH0537,CHW006,Kawangware,2023-04-08,1,True
HH0538,CHW004,Juja,2023-12-22,5,False
HH0539,CHW003,Limuru,2023-01-24,5,False
HH0540,CHW009,Dagoreti,2023-08-11,3,False
HH0541,CHW006,Embakasi,2023-03-26,7,False
HH0542,CHW001,Limuru,2023-09-16,6,True
HH0543,CHW001,Kasarani,2023-11-24,1,False
HH0544,CHW001,Limuru,2023-03-01,7,False
HH0545,CHW004,Juja,2023-06-04,2,False
HH0546,CHW007,Ruaraka,2023-09-19,2,False
HH0547,CHW008,Dagoreti,2023-11-08,5,True
HH0548,CHW009,Kasarani,2023-07-03,5,False
HH0549,CHW004,Juja,2023-06-19,1,False
HH0550,CHW010,Dagoreti,2023-09-10,2,True
HH0551,CHW009,Kasarani,2023-02-21,4,False
HH0552,CHW005,Dagoreti,2023-01-26,3,True
HH0553,CHW001,Kasarani,2023-07-04,6,False
HH0554,CHW001,Lang'ata,2023-12-06,6,False
HH0555,CHW010,Limuru,2023-02-17,6,False
HH0556,CHW008,Dagoreti,2023-07-17,8,False
HH0557,CHW003,Limuru,2023-03-09,1,False
HH0558,CHW003,Limuru,2023-08-02,8,False
HH0559,CHW008,Dagoreti,2023-11-09,6,False
HH0560,CHW003,Limuru,2023-09-07,7,True
HH0561,CHW008,Dagoreti,2023-02-02,6,False
HH0562,CHW009,Ruaraka,2023-10-23,4,False
HH0563,CHW006,Kawangware,2023-09-25,2,False
HH0564,CHW008,Dagoreti,2023-12-06,7,False
HH0565,CHW010,Juja,2023-01-06,3,False
HH0566,CHW008,Dagoreti,2023-02-08,6,False
HH0567,CHW001,Limuru,2023-04-25,7,False
HH0568,CHW010,Limuru,2023-02-15,8,False
HH0569,CHW001,Lang'ata,2023-07-26,1,False
HH0570,CHW010,Dagoreti,2023-11-23,4,False
HH0571,CHW006,Kasarani,2023-01-28,8,False
HH0572,CHW010,Limuru,2023-12-03,8,False
HH0573,CHW004,Juja,2023-06-24,5,False
HH0574,CHW003,Limuru,2023-03-13,7,False
HH0575,CHW004,Juja,2023-07-21,4,False
HH0576,CHW010,Juja,2023-08-19,3,False
HH0577,CHW001,Limuru,2023-01-25,7,False
HH0578,CHW008,Dagoreti,2023-12-21,3,False
HH0579,CHW010,Limuru,2023-09-16,7,False
HH0580,CHW004,Juja,2023-07-23,5,False
HH0581,CHW009,Dagoreti,2023-12-26,6,False
HH0582,CHW004,Juja,2023-04-18,5,False
HH0583,CHW003,Limuru,2023-09-15,6,False
HH0584,CHW009,Dagoreti,2023-10-26,7,False
HH0585,CHW009,Dagoreti,2023-08-05,2,False
HH0586,CHW004,Juja,2023-03-24,5,False
HH0587,CHW004,Juja,2023-07-03,2,False
HH0588,CHW009,Kasarani,2023-11-28,4,False
HH0589,CHW005,Lang'ata,2023-12-07,7,True
HH0590,CHW007,Ruaraka,2023-12-17,1,False
HH0591,CHW004,Juja,2023-10-29,4,False
HH0592,CHW005,Dagoreti,2023-04-01,2,False
HH0593,CHW007,Ruaraka,2023-08-08,5,False
HH0594,CHW005,Uthiru,2023-06-19,3,False
HH0595,CHW010,Juja,2023-11-17,5,False
HH0596,CHW006,Embakasi,2023-12-29,4,False
HH0597,CHW009,Kasarani,2023-09-16,7,True
HH0598,CHW002,Uthiru,2023-04-24,6,False
HH0599,CHW009,Dagoreti,2023-10-15,1,False
HH0600,CHW010,Juja,2023-01-21,6,False
HH0601,CHW002,Uthiru,2023-05-12,5,False
HH0602,CHW006,Kawangware,2023-09-18,1,False
HH0603,CHW006,Kawangware,2023-02-12,3,False
HH0604,CHW009,Ruaraka,2023-01-04,4,False
HH0605,CHW007,Ruaraka,2023-04-16,7,False
HH0606,CHW003,Limuru,2023-08-24,1,False
HH0607,CHW009,Kasarani,2023-10-22,5,False
HH0608,CHW007,Ruaraka,2023-06-11,2,True
HH0609,CHW009,Kasarani,2023-11-25,2,False
HH0610,CHW002,Uthiru,2023-09-15,5,True
HH0611,CHW010,Juja,2023-05-25,8,False
HH0612,CHW001,Kasarani,2023-03-22,3,False
HH0613,CHW009,Dagoreti,2023-11-21,6,True
HH0614,CHW001,Limuru,2023-10-12,1,True
HH0615,CHW001,Limuru,2023-11-02,2,False
HH0616,CHW006,Embakasi,2023-07-31,3,False
HH0617,CHW004,Juja,2023-04-03,1,False
HH0618,CHW009,Dagoreti,2023-11-27,5,False
HH0619,CHW008,Dagoreti,2023-07-02,4,True
HH0620,CHW002,Uthiru,2023-11-14,4,True
HH0621,CHW006,Kasarani,2023-08-19,5,False
HH0622,CHW006,Kasarani,2023-03-28,4,True
HH0623,CHW004,Juja,2023-05-22,3,False
HH0624,CHW008,Dagoreti,2023-06-06,2,False
HH0625,CHW005,Uthiru,2023-10-03,2,True
HH0626,CHW002,Ruaraka,2023-09-17,7,False
HH0627,CHW005,Lang'ata,2023-10-04,3,False
HH0628,CHW005,Uthiru,2023-08-26,2,False
HH0629,CHW004,Juja,2023-09-21,3,True
HH0630,CHW003,Limuru,2023-09-05,1,False
HH0631,CHW002,Uthiru,2023-07-09,4,False
HH0632,CHW007,Ruaraka,2023-08-21,1,False
HH0633,CHW006,Embakasi,2023-12-27,5,False
HH0634,CHW005,Lang'ata,2023-10-06,7,False
HH0635,CHW009,Dagoreti,2023-07-12,4,False
HH0636,CHW008,Dagoreti,2023-11-06,3,True
HH0637,CHW008,Dagoreti,2023-04-28,5,True
HH0638,CHW004,Juja,2023-04-06,2,True
HH0639,CHW004,Juja,2023-06-19,8,False
HH0640,CHW010,Juja,2023-11-28,1,False
HH0641,CHW003,Limuru,2023-10-21,3,True
HH0642,CHW005,Uthiru,2023-09-22,1,False
HH0643,CHW005,Uthiru,2023-04-21,8,False
HH0644,CHW003,Limuru,2023-07-30,3,False
HH0645,CHW003,Limuru,2023-08-21,2,False
HH0646,CHW004,Juja,2023-03-18,3,False
HH0647,CHW001,Limuru,2023-09-15,2,False
HH0648,CHW001,Limuru,2023-11-29,7,False
HH0649,CHW004,Juja,2023-07-15,2,False
HH0650,CHW002,Uthiru,2023-11-03,7,False
HH0651,CHW010,Dagoreti,2023-03-02,7,False
HH0652,CHW006,Kasarani,2023-07-05,7,True
HH0653,CHW010,Limuru,2023-05-14,7,False
HH0654,CHW007,Ruaraka,2023-07-31,8,False
HH0655,CHW008,Dagoreti,2023-06-07,7,False
HH0656,CHW002,Ruaraka,2023-08-17,3,False
HH0657,CHW006,Kawangware,2023-11-11,1,False
HH0658,CHW001,Lang'ata,2023-03-16,7,False
HH0659,CHW010,Juja,2023-07-16,7,False
HH0660,CHW010,Juja,2023-03-31,8,False
HH0661,CHW009,Dagoreti,2023-04-10,4,True
HH0662,CHW010,Juja,2023-12-12,4,True
HH0663,CHW001,Lang'ata,2023-02-14,7,False
HH0664,CHW009,Kasarani,2023-12-27,2,True
HH0665,CHW009,Dagoreti,2023-10-14,6,False
HH0666,CHW004,Juja,2023-08-21,1,False
HH0667,CHW002,Ruaraka,2023-09-15,2,False
HH0668,CHW005,Lang'ata,2023-10-22,8,False
HH0669,CHW010,Limuru,2023-05-05,8,False
HH0670,CHW001,Kasarani,2023-03-01,7,False
HH0671,CHW004,Juja,2023-07-31,1,False
HH0672,CHW007,Ruaraka,2023-02-08,3,False
HH0673,CHW005,Uthiru,2023-12-16,4,False
HH0674,CHW005,Uthiru,2023-04-28,4,False
HH0675,CHW006,Embakasi,2023-02-24,2,True
HH0676,CHW008,Dagoreti,2023-10-05,8,False
HH0677,CHW005,Dagoreti,2023-04-04,5,False
HH0678,CHW003,Limuru,2023-09-27,8,False
HH0679,CHW001,Limuru,2023-06-27,3,False
HH0680,CHW006,Kawangware,2023-01-05,4,True
HH0681,CHW007,Ruaraka,2023-06-16,5,False
HH0682,CHW010,Limuru,2023-07-07,7,True
HH0683,CHW004,Juja,2023-12-25,6,False
HH0684,CHW005,Dagoreti,2023-04-03,4,False
HH0685,CHW005,Uthiru,2023-10-12,7,False
HH0686,CHW003,Limuru,2023-01-05,8,True
HH0687,CHW003,Limuru,2023-09-07,1,False
HH0688,CHW001,Lang'ata,2023-05-11,2,False
HH0689,CHW009,Ruaraka,2023-05-12,7,False
HH0690,CHW010,Juja,2023-10-23,3,False
HH0691,CHW005,Dagoreti,2023-06-16,8,False
HH0692,CHW002,Uthiru,2023-11-11,3,False
HH0693,CHW006,Kasarani,2023-11-20,7,False
HH0694,CHW002,Ruaraka,2023-03-24,6,False
HH0695,CHW007,Ruaraka,2023-08-16,6,False
HH0696,CHW008,Dagoreti,2023-03-27,1,True
HH0697,CHW003,Limuru,2023-12-05,2,False
HH0698,CHW008,Dagoreti,2023-01-14,2,False
HH0699,CHW002,Uthiru,2023-06-08,5,False
HH0700,CHW001,Lang'ata,2023-12-06,6,False
HH0701,CHW008,Dagoreti,2023-10-08,3,False
HH0702,CHW010,Limuru,2023-09-26,5,False
HH0703,CHW008,Dagoreti,2023-02-15,6,False
HH0704,CHW009,Kasarani,2023-06-26,1,False
HH0705,CHW008,Dagoreti,2023-01-05,5,False
HH0706,CHW009,Dagoreti,2023-04-07,7,False
HH0707,CHW007,Ruaraka,2023-05-15,4,True
HH0708,CHW009,Ruaraka,2023-12-22,5,False
HH0709,CHW005,Dagoreti,2023-04-07,3,False
HH0710,CHW008,Dagoreti,2023-12-25,4,False
HH0711,CHW003,Limuru,2023-05-25,8,False
HH0712,CHW008,Dagoreti,2023-06-25,8,False
HH0713,CHW008,Dagoreti,2023-06-19,3,True
HH0714,CHW001,Kasarani,2023-07-20,8,True
HH0715,CHW003,Limuru,2023-05-09,1,False
HH0716,CHW004,Juja,2023-08-15,1,False
HH0717,CHW002,Ruaraka,2023-08-31,5,False
HH0718,CHW003,Limuru,2023-10-09,5,False
HH0719,CHW004,Juja,2023-05-01,6,False
HH0720,CHW010,Juja,2023-07-22,1,False
HH0721,CHW010,Dagoreti,2023-09-01,3,False
HH0722,CHW002,Uthiru,2023-11-17,6,True
HH0723,CHW003,Limuru,2023-03-06,6,False
HH0724,CHW006,Kasarani,2023-04-09,7,True
HH0725,CHW006,Kawangware,2023-03-10,1,False
HH0726,CHW005,Lang'ata,2023-12-23,3,False
HH0727,CHW010,Dagoreti,2023-03-24,3,True
HH0728,CHW008,Dagoreti,2023-05-15,8,False
HH0729,CHW007,Ruaraka,2023-01-10,6,False
HH0730,CHW009,Dagoreti,2023-04-08,8,False
HH0731,CHW007,Ruaraka,2023-02-26,2,True
HH0732,CHW001,Lang'ata,2023-04-02,4,False
HH0733,CHW007,Ruaraka,2023-09-27,5,False
HH0734,CHW001,Lang'ata,2023-12-02,2,False
HH0735,CHW006,Kawangware,2023-08-01,1,False
HH0736,CHW005,Lang'ata,2023-01-21,5,False
HH0737,CHW002,Ruaraka,2023-09-30,4,False
HH0738,CHW009,Ruaraka,2023-10-13,2,False
HH0739,CHW008,Dagoreti,2023-02-23,3,True
HH0740,CHW009,Dagoreti,2023-09-16,3,False
HH0741,CHW006,Kasarani,2023-10-09,6,False
HH0742,CHW007,Ruaraka,2023-06-15,4,False
HH0743,CHW005,Dagoreti,2023-08-20,7,False
HH0744,CHW001,Limuru,2023-03-11,5,False
HH0745,CHW004,Juja,2023-01-12,5,False
HH0746,CHW009,Ruaraka,2023-10-20,3,False
HH0747,CHW003,Limuru,2023-05-16,4,False
HH0748,CHW002,Uthiru,2023-10-19,2,False
HH0749,CHW003,Limuru,2023-12-20,2,False
HH0750,CHW007,Ruaraka,2023-01-29,6,False
HH0751,CHW007,Ruaraka,2023-04-27,1,False
HH0752,CHW001,Kasarani,2023-09-26,3,True
HH0753,CHW006,Kawangware,2023-12-24,1,False
HH0754,CHW008,Dagoreti,2023-04-24,7,False
HH0755,CHW001,Limuru,2023-07-24,7,False
HH0756,CHW003,Limuru,2023-09-04,8,False
HH0757,CHW009,Ruaraka,2023-09-26,2,False
HH0758,CHW010,Juja,2023-02-27,7,False
HH0759,CHW001,Kasarani,2023-03-28,8,False
HH0760,CHW004,Juja,2023-12-17,2,False
HH0761,CHW005,Uthiru,2023-06-25,2,False
HH0762,CHW006,Embakasi,2023-10-03,5,False
HH0763,CHW003,Limuru,2023-07-12,1,False
HH0764,CHW005,Uthiru,2023-08-27,1,False
HH0765,CHW006,Embakasi,2023-01-10,7,False
HH0766,CHW006,Kasarani,2023-11-02,3,False
HH0767,CHW009,Ruaraka,2023-01-12,5,True
HH0768,CHW006,Kasarani,2023-07-21,1,False
HH0769,CHW004,Juja,2023-02-01,7,False
HH0770,CHW001,Limuru,2023-05-24,6,False
HH0771,CHW003,Limuru,2023-07-15,4,False
HH0772,CHW007,Ruaraka,2023-11-06,3,False
HH0773,CHW003,Limuru,2023-12-19,3,False
HH0774,CHW003,Limuru,2023-06-12,2,True
HH0775,CHW003,Limuru,2023-03-16,6,False
HH0776,CHW007,Ruaraka,2023-06-05,5,False
HH0777,CHW001,Limuru,2023-11-12,4,False
HH0778,CHW002,Uthiru,2023-03-10,8,False
HH0779,CHW008,Dagoreti,2023-03-12,4,True
HH0780,CHW001,Kasarani,2023-01-08,7,False
HH0781,CHW004,Juja,2023-02-03,8,True
HH0782,CHW010,Limuru,2023-12-19,8,False
HH0783,CHW007,Ruaraka,2023-01-22,7,False
HH0784,CHW010,Dagoreti,2023-09-26,1,False
HH0785,CHW001,Lang'ata,2023-09-23,1,False
HH0786,CHW001,Lang'ata,2023-05-30,5,False
HH0787,CHW005,Lang'ata,2023-01-28,3,False
HH0788,CHW002,Ruaraka,2023-04-03,3,False
HH0789,CHW008,Dagoreti,2023-08-21,6,True
HH0790,CHW003,Limuru,2023-02-16,8,True
HH0791,CHW006,Embakasi,2023-09-26,3,False
HH0792,CHW006,Kawangware,2023-12-04,3,False
HH0793,CHW003,Limuru,2023-08-03,8,False
HH0794,CHW004,Juja,2023-11-15,1,False
HH0795,CHW009,Kasarani,2023-11-08,4,False
HH0796,CHW008,Dagoreti,2023-08-15,1,True
HH0797,CHW004,Juja,2023-11-14,4,False
HH0798,CHW001,Lang'ata,2023-01-17,5,False
HH0799,CHW003,Limuru,2023-12-11,3,False
HH0800,CHW010,Limuru,2023-01-19,5,True
HH0801,CHW006,Kasarani,2023-07-14,7,False
HH0802,CHW002,Uthiru,2023-08-30,5,True
HH0803,CHW006,Kawangware,2023-07-31,4,False
HH0804,CHW002,Uthiru,2023-12-19,5,False
HH0805,CHW005,Lang'ata,2023-10-22,6,False
HH0806,CHW010,Dagoreti,2023-09-12,8,False
HH0807,CHW005,Uthiru,2023-01-01,8,True
HH0808,CHW002,Ruaraka,2023-11-12,7,False
HH0809,CHW001,Limuru,2023-04-14,5,False
HH0810,CHW006,Embakasi,2023-02-28,6,False
HH0811,CHW001,Lang'ata,2023-04-10,6,False
HH0812,CHW008,Dagoreti,2023-01-19,8,False
HH0813,CHW009,Dagoreti,2023-08-25,7,False
HH0814,CHW001,Limuru,2023-06-03,6,False
HH0815,CHW006,Embakasi,2023-03-18,1,False
HH0816,CHW010,Dagoreti,2023-07-19,2,True
HH0817,CHW005,Lang'ata,2023-06-11,5,False
HH0818,CHW004,Juja,2023-08-20,5,False
HH0819,CHW001,Lang'ata,2023-02-17,1,False
HH0820,CHW003,Limuru,2023-06-24,5,False
HH0821,CHW009,Ruaraka,2023-03-09,1,False
HH0822,CHW009,Kasarani,2023-01-03,1,False
HH0823,CHW002,Uthiru,2023-08-28,2,False
HH0824,CHW005,Uthiru,2023-10-23,4,False
HH0825,CHW006,Kasarani,2023-12-10,3,True
HH0826,CHW003,Limuru,2023-02-28,2,True
HH0827,CHW004,Juja,2023-10-09,3,False
HH0828,CHW005,Lang'ata,2023-05-06,5,True
HH0829,CHW010,Limuru,2023-10-04,3,False
HH0830,CHW001,Lang'ata,2023-07-16,7,True
HH0831,CHW007,Ruaraka,2023-12-27,8,False
HH0832,CHW009,Kasarani,2023-08-27,2,False
HH0833,CHW008,Dagoreti,2023-08-22,8,False
HH0834,CHW003,Limuru,2023-07-06,6,False
HH0835,CHW008,Dagoreti,2023-01-16,2,True
HH0836,CHW006,Kasarani,2023-08-25,5,False
HH0837,CHW003,Limuru,2023-07-27,2,False
HH0838,CHW005,Lang'ata,2023-08-25,7,False
HH0839,CHW007,Ruaraka,2023-06-24,7,False
HH0840,CHW006,Kawangware,2023-12-22,2,False
HH0841,CHW008,Dagoreti,2023-10-31,6,False
HH0842,CHW003,Limuru,2023-07-27,2,True
HH0843,CHW010,Limuru,2023-06-17,1,False
HH0844,CHW010,Dagoreti,2023-01-01,3,False
HH0845,CHW008,Dagoreti,2023-04-16,6,False
HH0846,CHW005,Dagoreti,2023-06-26,1,False
HH0847,CHW003,Limuru,2023-02-01,1,False
HH0848,CHW006,Embakasi,2023-05-25,4,False
HH0849,CHW006,Kawangware,2023-07-15,7,False
HH0850,CHW008,Dagoreti,2023-04-07,6,False
HH0851,CHW003,Limuru,2023-12-10,1,True
HH0852,CHW002,Ruaraka,2023-03-15,8,False
HH0853,CHW003,Limuru,2023-03-12,7,False
HH0854,CHW010,Limuru,2023-11-16,7,True
HH0855,CHW009,Dagoreti,2023-07-16,3,False
HH0856,CHW009,Dagoreti,2023-07-30,6,False
HH0857,CHW002,Uthiru,2023-12-20,5,True
HH0858,CHW008,Dagoreti,2023-09-25,2,False
HH0859,CHW002,Uthiru,2023-11-10,6,True
HH0860,CHW009,Kasarani,2023-08-29,8,False
HH0861,CHW005,Uthiru,2023-01-19,5,False
HH0862,CHW001,Limuru,2023-08-31,1,False
HH0863,CHW001,Kasarani,2023-09-06,2,True
HH0864,CHW005,Dagoreti,2023-03-09,5,False
HH0865,CHW001,Limuru,2023-02-27,3,False
HH0866,CHW004,Juja,2023-04-03,1,False
HH0867,CHW003,Limuru,2023-07-31,4,False
HH0868,CHW003,Limuru,2023-10-23,6,False
HH0869,CHW001,Lang'ata,2023-08-26,5,False
HH0870,CHW009,Kasarani,2023-07-14,7,False
HH0871,CHW001,Kasarani,2023-08-18,6,False
HH0872,CHW001,Lang'ata,2023-09-30,7,False
HH0873,CHW005,Dagoreti,2023-05-19,2,False
HH0874,CHW008,Dagoreti,2023-12-11,4,False
HH0875,CHW003,Limuru,2023-10-08,1,True
HH0876,CHW002,Ruaraka,2023-07-30,2,True
HH0877,CHW008,Dagoreti,2023-04-23,5,False
HH0878,CHW010,Dagoreti,2023-04-22,2,False
HH0879,CHW003,Limuru,2023-12-03,3,False
HH0880,CHW003,Limuru,2023-05-31,2,False
HH0881,CHW005,Dagoreti,2023-12-21,6,False
HH0882,CHW005,Uthiru,2023-07-15,1,False
HH0883,CHW003,Limuru,2023-02-05,4,False
HH0884,CHW003,Limuru,2023-04-22,2,False
HH0885,CHW005,Uthiru,2023-01-18,5,True
HH0886,CHW008,Dagoreti,2023-09-12,1,True
HH0887,CHW001,Limuru,2023-07-19,6,False
HH0888,CHW010,Juja,2023-09-21,8,False
HH0889,CHW002,Ruaraka,2023-01-02,8,False
HH0890,CHW006,Kasarani,2023-12-16,1,False
HH0891,CHW002,Uthiru,2023-10-01,6,False
HH0892,CHW005,Lang'ata,2023-04-14,1,True
HH0893,CHW007,Ruaraka,2023-06-03,2,False
HH0894,CHW004,Juja,2023-01-19,4,True
HH0895,CHW008,Dagoreti,2023-02-02,5,False
HH0896,CHW008,Dagoreti,2023-01-19,6,False
HH0897,CHW009,Dagoreti,2023-12-14,3,False
HH0898,CHW003,Limuru,2023-12-01,1,True
HH0899,CHW004,Juja,2023-01-08,1,True
HH0900,CHW005,Uthiru,2023-08-22,2,False
HH0901,CHW002,Ruaraka,2023-09-12,4,False
HH0902,CHW006,Embakasi,2023-12-17,3,False
HH0903,CHW004,Juja,2023-10-31,2,True
HH0904,CHW002,Uthiru,2023-03-14,3,False
HH0905,CHW008,Dagoreti,2023-10-25,2,True
HH0906,CHW010,Limuru,2023-03-22,8,True
HH0907,CHW002,Ruaraka,2023-01-04,2,True
HH0908,CHW010,Limuru,2023-08-02,8,False
HH0909,CHW009,Dagoreti,2023-07-30,3,False
HH0910,CHW010,Juja,2023-11-18,5,False
HH0911,CHW002,Ruaraka,2023-11-13,4,False
HH0912,CHW004,Juja,2023-01-28,3,True
HH0913,CHW008,Dagoreti,2023-04-01,1,True
HH0914,CHW001,Limuru,2023-07-06,7,False
HH0915,CHW008,Dagoreti,2023-02-23,3,False
HH0916,CHW002,Ruaraka,2023-08-16,6,False
HH0917,CHW006,Embakasi,2023-02-26,2,False
HH0918,CHW004,Juja,2023-04-23,8,True
HH0919,CHW001,Kasarani,2023-03-16,8,False
HH0920,CHW006,Kasarani,2023-04-14,1,False
HH0921,CHW008,Dagoreti,2023-08-03,6,True
HH0922,CHW004,Juja,2023-11-06,3,True
HH0923,CHW010,Dagoreti,2023-04-28,8,True
HH0924,CHW004,Juja,2023-08-25,7,False
HH0925,CHW010,Juja,2023-10-30,1,False
HH0926,CHW001,Kasarani,2023-09-29,2,False
HH0927,CHW007,Ruaraka,2023-03-09,4,False
HH0928,CHW003,Limuru,2023-10-20,1,False
HH0929,CHW008,Dagoreti,2023-12-27,6,False
HH0930,CHW001,Limuru,2023-02-06,6,False
HH0931,CHW010,Dagoreti,2023-10-22,2,False
HH0932,CHW009,Ruaraka,2023-07-06,2,False
HH0933,CHW001,Kasarani,2023-07-07,2,True
HH0934,CHW009,Ruaraka,2023-04-15,6,True
HH0935,CHW004,Juja,2023-11-29,4,False
HH0936,CHW006,Kasarani,2023-05-17,7,False
HH0937,CHW008,Dagoreti,2023-08-29,5,False
HH0938,CHW004,Juja,2023-02-14,3,True
HH0939,CHW005,Uthiru,2023-02-25,2,True
HH0940,CHW003,Limuru,2023-03-19,1,False
HH0941,CHW009,Kasarani,2023-08-31,8,False
HH0942,CHW001,Lang'ata,2023-09-24,7,False
HH0943,CHW006,Kasarani,2023-10-31,8,False
HH0944,CHW005,Uthiru,2023-05-14,6,False
HH0945,CHW001,Lang'ata,2023-06-30,3,False
HH0946,CHW003,Limuru,2023-12-29,3,False
HH0947,CHW003,Limuru,2023-05-14,4,False
HH0948,CHW003,Limuru,2023-08-18,3,False
HH0949,CHW008,Dagoreti,2023-08-23,3,False
HH0950,CHW009,Dagoreti,2023-11-28,8,False
HH0951,CHW010,Dagoreti,2023-03-17,8,False
HH0952,CHW003,Limuru,2023-06-07,4,True
HH0953,CHW008,Dagoreti,2023-02-17,4,False
HH0954,CHW004,Juja,2023-02-12,8,False
HH0955,CHW009,Dagoreti,2023-04-10,1,False
HH0956,CHW006,Kasarani,2023-03-17,7,False
HH0957,CHW006,Kasarani,2023-08-17,2,False
HH0958,CHW007,Ruaraka,2023-05-28,7,True
HH0959,CHW007,Ruaraka,2023-10-28,3,False
HH0960,CHW009,Dagoreti,2023-02-03,7,False
HH0961,CHW005,Dagoreti,2023-03-31,3,False
HH0962,CHW005,Lang'ata,2023-09-09,5,True
HH0963,CHW010,Githurai,2023-09-10,8,False
HH0964,CHW003,Limuru,2023-06-03,8,False
HH0965,CHW005,Dagoreti,2023-04-02,4,False
HH0966,CHW008,Dagoreti,2023-11-03,8,False
HH0967,CHW008,Dagoreti,2023-07-11,1,False
HH0968,CHW003,Limuru,2023-03-16,3,False
HH0969,CHW006,Embakasi,2023-05-29,2,False
HH0970,CHW003,Limuru,2023-11-03,6,False
HH0971,CHW005,Dagoreti,2023-12-17,6,False
HH0972,CHW003,Limuru,2023-03-12,6,False
HH0973,CHW003,Limuru,2023-04-22,4,True
HH0974,CHW004,Juja,2023-08-02,2,False
HH0975,CHW006,Kasarani,2023-12-20,8,False
HH0976,CHW010,Dagoreti,2023-06-25,5,True
HH0977,CHW001,Limuru,2023-03-02,3,False
HH0978,CHW002,Uthiru,2023-12-20,2,False
HH0979,CHW007,Ruaraka,2023-04-11,1,True
HH0980,CHW008,Dagoreti,2023-05-10,5,True
HH0981,CHW001,Lang'ata,2023-03-05,4,False
HH0982,CHW001,Lang'ata,2023-03-16,5,False
HH0983,CHW006,Kasarani,2023-03-24,4,False
HH0984,CHW001,Limuru,2023-04-22,5,False
HH0985,CHW001,Limuru,2023-02-20,8,False
HH0986,CHW008,Dagoreti,2023-04-03,7,False
HH0987,CHW007,Ruaraka,2023-06-10,2,True
HH0988,CHW009,Kasarani,2023-09-11,5,False
HH0989,CHW002,Uthiru,2023-05-26,5,False
HH0990,CHW004,Juja,2023-05-29,7,False
HH0991,CHW006,Embakasi,2023-01-07,8,False
HH0992,CHW002,Ruaraka,2023-07-22,2,False
HH0993,CHW003,Limuru,2023-07-06,6,False
HH0994,CHW007,Ruaraka,2023-04-30,8,False
HH0995,CHW010,Dagoreti,2023-05-20,7,False
HH0996,CHW007,Ruaraka,2023-09-19,8,False
HH0997,CHW003,Limuru,2023-02-20,2,False
HH0998,CHW010,Dagoreti,2023-06-17,2,True
HH0999,CHW002,Uthiru,2023-08-27,8,False
HH1000,CHW009,Kasarani,2023-01-17,2,False
HH1001,CHW008,Dagoreti,2023-01-17,5,True
HH1002,CHW003,Limuru,2023-08-09,7,True
HH1003,CHW008,Dagoreti,2023-10-19,8,False
HH1004,CHW009,Kasarani,2023-07-20,7,False
HH1005,CHW001,Lang'ata,2023-10-30,6,True
HH1006,CHW006,Kawangware,2023-10-26,6,True
HH1007,CHW007,Ruaraka,2023-08-08,6,False
HH1008,CHW004,Juja,2023-10-31,2,True
HH1009,CHW005,Uthiru,2023-06-22,6,True
HH1010,CHW001,Kasarani,2023-12-03,7,False
HH1011,CHW010,Juja,2023-06-12,7,False
HH1012,CHW004,Juja,2023-09-12,6,False
HH1013,CHW008,Dagoreti,2023-10-02,5,False
HH1014,CHW007,Ruaraka,2023-11-16,2,False
HH1015,CHW010,Limuru,2023-05-20,8,True
HH1016,CHW007,Ruaraka,2023-06-27,5,False
HH1017,CHW006,Embakasi,2023-08-01,8,False
HH1018,CHW001,Limuru,2023-12-27,3,False
HH1019,CHW005,Lang'ata,2023-09-30,7,False
HH1020,CHW001,Limuru,2023-04-13,3,False
HH1021,CHW005,Dagoreti,2023-07-30,2,False
HH1022,CHW005,Dagoreti,2023-11-27,4,True
HH1023,CHW007,Ruaraka,2023-02-28,1,True
HH1024,CHW004,Juja,2023-08-26,7,False
HH1025,CHW004,Juja,2023-05-20,5,True
HH1026,CHW005,Lang'ata,2023-10-09,1,True
HH1027,CHW008,Dagoreti,2023-01-29,2,False
HH1028,CHW006,Kawangware,2023-12-03,7,False
HH1029,CHW003,Limuru,2023-02-27,2,False
HH1030,CHW009,Dagoreti,2023-09-12,4,False
HH1031,CHW006,Kasarani,2023-10-27,4,False
HH1032,CHW004,Juja,2023-02-24,5,True
HH1033,CHW008,Dagoreti,2023-05-11,1,False
